CATEGORY,SUBCAT_GRP,SUBCATEGORY,ITEM_NAME,VENDOR_NAME,Brand,Yesterday_Sales_ThisYear,Yesterday_Sales_LastYear,WeekToDate_Sales_ThisYear,WeekToDate_Sales_LastYear,LastWeek_Sales_ThisYear,LastWeek_Sales_LastYear,MonthToDate_Sales_ThisYear,MonthToDate_Sales_LastYear,YearToDate_Sales_ThisYear,YearToDate_Sales_LastYear,Yesterday_Units_ThisYear,Yesterday_Units_LastYear,WeekToDate_Units_ThisYear,WeekToDate_Units_LastYear,LastWeek_Units_ThisYear,LastWeek_Units_LastYear,MonthToDate_Units_ThisYear,MonthToDate_Units_LastYear,YearToDate_Units_ThisYear,YearToDate_Units_LastYear
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item75,Supplier410,National,$111 ,$0 ,"$1,966 ",$0 ,"$1,508 ",$0 ,$467 ,$0 ,"$3,361 ",$0 , 3 , -   , 49 , -   , 38 , -   , 12 , -   , 84 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item76,Supplier508,National,$154 ,$0 ,"$1,935 ",$0 ,"$1,174 ",$0 ,"$4,282 ",$0 ,"$12,905 ",$0 , 26 , -   , 238 , -   , 78 , -   , 364 , -   , 879 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item77,Supplier426,National,$91 ,$61 ,$129 ,$86 ,$93 ,$400 ,$319 ,$637 ,$286 ,$386 , 3 , 2 , 4 , 3 , 3 , 12 , 10 , 19 , 9 , 12 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item78,Supplier135,National,$16 ,$13 ,$673 ,"$1,073 ",$139 ,$275 ,"$1,539 ","$2,280 ","$2,841 ","$2,441 ", 1 , 0 , 22 , 36 , 5 , 9 , 51 , 76 , 101 , 84 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item79,Supplier426,National,$34 ,$68 ,$598 ,$782 ,$566 ,$317 ,"$1,691 ","$2,037 ","$2,601 ","$2,779 ", 1 , 2 , 18 , 24 , 17 , 10 , 51 , 62 , 79 , 84 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item80,Supplier426,National,$70 ,$98 ,$201 ,$278 ,$407 ,$873 ,"$1,108 ","$1,739 ","$22,143 ","$26,089 ", 2 , 3 , 7 , 9 , 14 , 29 , 37 , 58 , 739 , 870 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item81,Supplier196,National,$140 ,$0 ,$796 ,$0 ,$105 ,$0 ,$506 ,$0 ,$342 ,$0 , 5 , -   , 27 , -   , 3 , -   , 17 , -   , 11 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item82,Supplier410,National,$98 ,$0 ,$511 ,$0 ,$299 ,$0 ,$594 ,$0 ,"$4,390 ",$0 , 2 , -   , 13 , -   , 7 , -   , 15 , -   , 110 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item83,Supplier426,National,$96 ,$192 ,$410 ,$324 ,$70 ,$62 ,"$2,029 ","$2,055 ","$9,474 ","$8,955 ", 3 , 6 , 12 , 10 , 2 , 2 , 62 , 62 , 287 , 272 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item84,Supplier410,National,$4 ,$0 ,$424 ,$0 ,$58 ,$0 ,$425 ,$0 ,"$4,595 ",$0 , 1 , -   , 53 , -   , 3 , -   , 44 , -   , 378 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item85,Supplier135,National,$21 ,$10 ,$33 ,$15 ,$194 ,$152 ,$188 ,$131 ,"$16,106 ","$9,464 ", 1 , 0 , 1 , 0 , 5 , 4 , 5 , 3 , 433 , 245 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item86,Supplier135,National,$20 ,$0 ,$286 ,$0 ,$380 ,$0 ,$13 ,$0 ,"$3,788 ",$0 , 2 , -   , 22 , -   , 29 , -   , 1 , -   , 292 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item87,Supplier135,National,$24 ,$0 ,$37 ,$0 ,$245 ,$0 ,$722 ,$0 ,"$2,593 ",$0 , 1 , -   , 1 , -   , 7 , -   , 20 , -   , 72 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item88,Supplier426,National,$64 ,$96 ,$219 ,$165 ,$214 ,$138 ,$44 ,$43 ,"$2,215 ","$1,930 ", 2 , 3 , 7 , 5 , 6 , 4 , 1 , 1 , 67 , 59 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item89,Supplier508,National,$20 ,$81 ,$146 ,"$2,053 ",$311 ,$455 ,$879 ,"$2,487 ","$1,632 ","$5,049 ", 1 , 3 , 5 , 64 , 10 , 14 , 27 , 78 , 51 , 158 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item90,Supplier196,National,$45 ,$0 ,$192 ,$0 ,$445 ,$0 ,"$1,894 ",$0 ,"$92,740 ",$0 , 1 , -   , 7 , -   , 23 , -   , 95 , -   ," 2,780 ", -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item91,Supplier426,National,$12 ,$60 ,$127 ,$159 ,$58 ,$419 ,$255 ,$940 ,$546 ,$704 , 0 , 2 , 4 , 5 , 2 , 13 , 8 , 29 , 17 , 21 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item92,Supplier410,National,$12 ,$0 ,($15),$0 ,$87 ,$0 ,"$1,563 ",$0 ,"$36,095 ",$0 , 1 , -   , 2 , -   , 7 , -   , 88 , -   ," 1,534 ", -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item93,Supplier196,National,$0 ,$0 ,$0 ,$7 ,$0 ,($7),$0 ,($3),$0 ,($45), -   , -   , -   , 0 , -   , -   , -   , -   , -   , (2)
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item94,Supplier410,National,$0 ,$197 ,$0 ,"$1,644 ",$0 ,"$2,625 ",$0 ,"$10,629 ",($44),"$40,007 ", -   , 5 , -   , 41 , -   , 66 , -   , 266 , (1)," 1,001 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item95,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($3),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (0), -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item96,Supplier410,National,$0 ,$0 ,($65),$0 ,$0 ,$0 ,($34),$0 ,"$2,556 ",$0 , -   , -   , (2), -   , -   , -   , (1), -   , 118 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item97,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item98,Supplier196,National,$0 ,$0 ,$0 ,$0 ,($0),$0 ,($22),$23 ,($30),$0 , -   , -   , -   , -   , (0), -   , (1), 1 , (1), -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item99,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($16), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item100,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$55 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item101,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$17 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item102,Supplier508,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($24),$13 , -   , -   , -   , -   , -   , -   , -   , -   , (1), 1 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item103,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$825 ,"$7,905 ", -   , -   , -   , -   , -   , -   , -   , -   , 31 , 316 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item104,Supplier196,National,$0 ,$0 ,$15 ,$0 ,$0 ,$0 ,($16),$0 ,($69),$0 , -   , -   , 1 , -   , -   , -   , (1), -   , (4), -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item105,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$42 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item106,Supplier508,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$7 ,$0 ,$47 ,$36 , -   , -   , -   , -   , -   , -   , 0 , -   , 4 , 2 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item107,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($47),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (4), -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item108,Supplier508,National,$0 ,$183 ,$0 ,$158 ,$0 ,$643 ,$0 ,$230 ,($19),"$6,016 ", -   , 6 , -   , 5 , -   , 20 , -   , 7 , (1), 188 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item109,Supplier168,National,$0 ,$61 ,$0 ,"$1,068 ",$0 ,"$1,317 ",$0 ,$499 ,$0 ,"$33,700 ", -   , 2 , -   , 30 , -   , 37 , -   , 15 , -   ," 1,073 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item110,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item111,Supplier168,National,$0 ,$167 ,$0 ,"$1,028 ",$0 ,"$3,378 ",$0 ,"$1,289 ",$0 ,"$16,716 ", -   , 5 , -   , 29 , -   , 99 , -   , 40 , -   , 533 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item112,Supplier135,National,$0 ,$493 ,$0 ,"$4,936 ",$0 ,"$2,927 ",$0 ,"$14,073 ",($14),"$13,810 ", -   , 20 , -   , 198 , -   , 117 , -   , 563 , (1), 553 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item113,Supplier426,National,$0 ,$1 ,$0 ,($13),$0 ,$0 ,$0 ,($8),$0 ,($423), -   , 1 , -   , -   , -   , -   , -   , -   , -   , 238 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item114,Supplier508,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,313 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 58 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item115,Supplier508,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($13), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item116,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item117,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($19),$0 ,($231), -   , -   , -   , -   , -   , -   , -   , -   , -   , (7)
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item118,Supplier410,National,$0 ,$6 ,$0 ,$0 ,$0 ,($17),$0 ,($92),$0 ,($197), -   , 0 , -   , -   , -   , (1), -   , (3), -   , (6)
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item119,Supplier508,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$61 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item120,Supplier508,National,$0 ,$307 ,$0 ,"$1,407 ",$0 ,"$1,163 ",$0 ,"$4,381 ","$5,052 ","$5,410 ", -   , 8 , -   , 35 , -   , 29 , -   , 110 , 126 , 135 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item121,Supplier426,National,$0 ,$0 ,$27 ,$0 ,$63 ,$31 ,$250 ,$200 ,"$1,055 ",$829 , -   , -   , 1 , -   , 2 , 1 , 8 , 6 , 32 , 25 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item122,Supplier135,National,$0 ,$73 ,$0 ,$388 ,$0 ,$138 ,$0 ,"$1,682 ",$0 ,"$1,628 ", -   , 3 , -   , 16 , -   , 6 , -   , 67 , -   , 65 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item123,Supplier508,National,$0 ,$30 ,$0 ,$15 ,$0 ,$0 ,$0 ,$38 ,$0 ,$16 , -   , 1 , -   , 0 , -   , -   , -   , 1 , -   , 0 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item124,Supplier196,National,$0 ,$0 ,$0 ,$0 ,($1),$1 ,($0),$1 ,($13),"$1,730 ", -   , -   , -   , -   , (0), 0 , (0), 0 , (0), 58 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item125,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($13),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (1), -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item126,Supplier168,National,$0 ,$0 ,$0 ,$33 ,$0 ,$15 ,$0 ,$32 ,$0 ,$435 , -   , -   , -   , 1 , -   , 0 , -   , 1 , -   , 10 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item127,Supplier196,National,$0 ,"$5,432 ",$0 ,"$32,673 ",$0 ,"$81,956 ",$0 ,"$43,563 ",($14),"$1,714,231 ", -   , 247 , -   ," 1,486 ", -   ," 3,728 ", -   ," 1,982 ", (1)," 78,048 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item128,Supplier412,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$29 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item129,Supplier508,National,$0 ,$29 ,$21 ,$282 ,$46 ,$464 ,$293 ,"$2,508 ",$129 ,"$1,133 ", -   , 1 , 1 , 10 , 2 , 16 , 15 , 85 , 5 , 38 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S77 K CUPS,Item130,Supplier168,National,$0 ,$0 ,$0 ,$15 ,$0 ,$0 ,$0 ,$138 ,$0 ,"$1,236 ", -   , -   , -   , 0 , -   , -   , -   , 3 , -   , 29 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item131,Supplier426,National,"$179,855 ",$0 ,"$129,937 ",$0 ,"$1,477,011 ",$0 ,"$2,626,961 ",$0 ,"$20,539,430 ",$0 ," 15,015 ", -   ," 10,846 ", -   ," 123,302 ", -   ," 219,293 ", -   ," 1,709,180 ", -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item132,Supplier426,National,"$28,505 ","$28,413 ","$645,613 ","$512,831 ","$427,034 ","$491,479 ","$595,530 ","$563,183 ","$4,095,891 ","$3,983,348 "," 1,298 "," 1,338 "," 29,390 "," 24,180 "," 19,441 "," 23,204 "," 27,110 "," 26,649 "," 186,066 "," 199,300 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item133,Supplier196,National,"$42,777 ","$34,602 ","$375,881 ","$242,176 ","$99,976 ","$98,024 ","$821,635 ","$639,708 ","$5,233,968 ","$3,854,872 "," 3,896 "," 4,115 "," 34,234 "," 28,826 "," 9,106 "," 11,670 "," 74,846 "," 76,126 "," 476,910 "," 476,032 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item134,Supplier426,National,"$17,002 ",$0 ,"$347,516 ",$0 ,"$371,602 ",$0 ,"$781,170 ",$0 ,"$4,530,214 ",$0 ," 1,176 ", -   ," 24,040 ", -   ," 25,704 ", -   ," 54,052 ", -   ," 313,394 ", -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item135,Supplier410,National,"$23,981 ","$21,670 ","$127,384 ","$91,783 ","$6,650 ","$6,972 ","$483,768 ","$421,820 ","$318,008 ","$260,034 "," 1,094 "," 1,129 "," 5,813 "," 4,782 ", 303 , 363 ," 22,078 "," 21,978 "," 17,087 "," 16,059 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item136,Supplier426,National,"$33,017 ",$0 ,"$230,002 ",$0 ,"$45,770 ",$0 ,"$685,258 ",$0 ,"$3,069,211 ",$0 ," 2,414 ", -   ," 16,815 ", -   ," 3,346 ", -   ," 50,098 ", -   ," 225,557 ", -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item137,Supplier426,National,"$34,646 ",$0 ,"$149,095 ",$0 ,"$243,598 ",$0 ,"$659,454 ",$0 ,"$3,106,885 ",$0 ," 2,344 ", -   ," 10,098 ", -   ," 16,732 ", -   ," 45,099 ", -   ," 213,177 ", -   
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item138,Supplier183,Private,"$3,542 ","$1,597 ","$39,543 ","$15,335 ","$48,000 ","$27,587 ","$376,854 ","$175,542 ","$1,612,749 ","$879,498 ", 296 , 134 ," 3,301 "," 1,287 "," 4,007 "," 2,315 "," 31,461 "," 14,742 "," 134,771 "," 93,512 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item139,Supplier426,National,"$23,286 ","$19,958 ","$154,275 ","$115,108 ","$87,481 ","$90,187 ","$438,951 ","$394,208 ","$130,377 ","$134,421 "," 1,722 "," 1,537 "," 11,384 "," 8,880 "," 6,461 "," 7,018 "," 32,393 "," 30,545 "," 9,623 "," 11,757 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item140,Supplier410,National,"$19,525 ","$17,900 ","$46,330 ","$34,503 ","$88,580 ","$96,587 ","$418,923 ","$383,272 ","$297,447 ","$251,947 ", 892 , 926 ," 2,119 "," 1,786 "," 4,059 "," 5,001 "," 19,175 "," 19,840 "," 15,847 "," 15,395 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item141,Supplier508,Private,"$5,048 ","$4,016 ","$121,520 ","$77,328 ","$102,835 ","$103,197 ","$347,528 ","$279,819 ","$644,668 ","$485,386 ", 390 , 370 ," 9,413 "," 7,125 "," 9,248 "," 9,513 "," 30,134 "," 25,789 "," 58,821 "," 44,792 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item142,Supplier410,National,$91 ,$90 ,"$38,412 ","$28,705 ","$17,861 ","$19,906 ","$164,171 ","$152,196 ","$777,426 ","$651,158 ", 4 , 5 ," 1,751 "," 1,497 ", 817 ," 1,049 "," 7,524 "," 7,968 "," 42,267 "," 40,596 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item143,Supplier410,National,"$12,947 ","$9,948 ","$7,175 ","$5,419 ","$49,100 ","$48,864 ","$250,427 ","$215,261 ","$945,786 ","$754,776 "," 1,014 ", 952 , 565 , 518 ," 4,118 "," 4,675 "," 20,613 "," 20,594 "," 81,927 "," 74,506 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item144,Supplier426,National,"$9,495 ","$3,525 ","$81,405 ","$23,640 ","$54,266 ","$22,300 ","$209,330 ","$73,400 ","$507,133 ","$186,490 ", 560 , 229 ," 4,805 "," 1,539 "," 3,204 "," 1,453 "," 12,357 "," 4,782 "," 29,954 "," 12,636 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item145,Supplier135,National,"$2,680 ","$2,898 ","$29,251 ","$24,352 ","$58,092 ","$70,153 ","$117,299 ","$115,621 ","$353,860 ","$297,553 ", 143 , 211 ," 1,562 "," 1,762 "," 3,103 "," 5,081 "," 6,266 "," 7,977 "," 21,825 "," 18,364 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item146,Supplier135,National,"$5,421 ","$4,412 ","$2,024 ","$1,589 ","$12,325 ","$13,761 ","$30,642 ","$27,447 ","$344,224 ","$249,418 ", 290 , 316 , 108 , 114 , 662 , 987 ," 1,644 "," 1,884 "," 21,428 "," 15,392 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item147,Supplier410,National,"$8,844 ","$10,900 ","$18,067 ","$12,631 ","$42,864 ","$27,951 ","$125,946 ","$82,513 ","$550,734 ","$596,327 ", 827 , 642 ," 1,728 ", 744 ," 4,231 "," 1,645 "," 11,718 "," 4,857 "," 37,433 "," 35,126 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item148,Supplier508,National,"$2,896 ","$3,902 ","$24,420 ","$26,503 ","$35,407 ","$51,844 ","$170,491 ","$191,552 ","$395,744 ","$450,458 ", 189 , 294 ," 1,598 "," 1,997 "," 2,464 "," 3,912 "," 12,088 "," 14,463 "," 27,396 "," 38,427 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item149,Supplier426,Private,$665 ,$559 ,"$20,955 ","$16,298 ","$10,043 ","$8,775 ","$20,012 ","$17,081 ","$427,911 ","$400,866 ", 67 , 56 ," 2,100 "," 1,633 "," 1,006 ", 879 ," 2,005 "," 1,712 "," 42,877 "," 40,167 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item150,Supplier135,National,"$4,854 ","$5,163 ","$19,966 ","$17,212 ","$23,629 ","$34,203 ","$35,937 ","$39,274 ","$217,152 ","$194,002 ", 259 , 372 ," 1,067 "," 1,239 "," 1,262 "," 2,459 "," 1,919 "," 2,701 "," 13,318 "," 11,963 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item151,Supplier196,National,"$3,062 ","$2,882 ","$6,659 ","$5,060 ","$22,975 ","$20,404 ","$51,963 ","$41,269 ","$12,527 ","$9,627 ", 278 , 322 , 605 , 565 ," 2,087 "," 2,389 "," 4,720 "," 4,783 "," 1,138 "," 1,149 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item152,Supplier426,National,$231 ,$182 ,"$14,296 ","$11,301 ","$25,756 ","$29,104 ","$2,204 ","$2,106 ","$161,175 ","$164,713 ", 23 , 20 ," 1,441 "," 1,258 "," 2,596 "," 3,241 ", 222 , 235 ," 16,734 "," 18,342 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item153,Supplier135,National,"$4,718 ","$1,581 ","$6,697 ","$2,261 ","$10,703 ","$6,200 ","$52,781 ","$22,307 ","$287,685 ","$163,306 ", 398 , 159 , 560 , 227 , 895 , 623 ," 4,414 "," 2,240 "," 24,655 "," 16,492 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item154,Supplier426,National,"$3,058 ","$2,221 ","$14,516 ","$14,428 ","$2,969 ","$3,581 ","$69,688 ","$81,857 ","$2,027 ","$1,577 ", 140 , 114 , 663 , 741 , 136 , 184 ," 3,184 "," 4,206 ", 93 , 81 
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item155,Supplier135,National,"$3,874 ","$4,640 ","$3,258 ","$3,047 ","$6,087 ","$8,071 ","$66,132 ","$64,968 ","$388,628 ","$340,626 ", 407 , 665 , 343 , 437 , 704 ," 1,156 "," 7,814 "," 9,145 "," 50,169 "," 45,505 "
C41 COFFEE - BREAKFAST,CAT 41 SCG COFFEE AND ADDITIVE,C41S70 GROUND COFFEE,Item156,Supplier426,National,"$3,984 ","$2,567 ","$3,588 ","$2,526 ","$13,838 ","$12,314 ","$53,664 ","$41,994 ","$79,711 ","$72,361 ", 178 , 121 , 160 , 119 , 616 , 587 ," 2,396 "," 1,996 "," 3,541 "," 3,620 "
